translation_id,"element_type",element_id,trid,"language_code","source_language_code"
8253,"tax_post_tag",1979,25833,"ja",NULL
8254,"tax_post_tag",1980,25834,"ja",NULL
8255,"tax_post_tag",1981,25835,"ja",NULL
8256,"tax_post_tag",1982,25836,"ja",NULL
8257,"post_post",10462,9273,"ja","en"
8268,"tax_post_tag",1993,25837,"ja",NULL
8269,"tax_post_tag",1994,25838,"ja",NULL
8270,"tax_post_tag",1995,25839,"ja",NULL
8271,"tax_post_tag",1996,25840,"ja",NULL
8272,"tax_post_tag",1997,25841,"ja",NULL
8273,"tax_post_tag",1998,25842,"ja",NULL
8274,"post_post",10466,7938,"ja","en"
8279,"tax_post_tag",2003,25843,"ja",NULL
8280,"tax_post_tag",2004,25844,"ja",NULL
8281,"tax_post_tag",2005,25845,"ja",NULL
8282,"tax_post_tag",2006,25846,"ja",NULL
8283,"tax_post_tag",2007,25847,"ja",NULL
8284,"tax_post_tag",2008,25848,"ja",NULL
8285,"tax_post_tag",2009,25849,"ja",NULL
8286,"tax_post_tag",2010,25850,"ja",NULL
8287,"tax_post_tag",2011,25851,"ja",NULL
8288,"tax_post_tag",2012,25852,"ja",NULL
8289,"comment",11564,25853,"en",NULL
8292,"tax_post_tag",2013,25856,"ja",NULL
8293,"post_post",10497,5274,"ja","en"
8294,"tax_post_tag",2014,25857,"ja",NULL
8295,"tax_nav_menu",2015,14222,"ja","en"
8296,"tax_nav_menu",2016,14223,"ja","en"
8297,"post_nav_menu_item",10508,5,"ja","en"
8299,"post_nav_menu_item",10510,4502,"ja","en"
8300,"post_nav_menu_item",10511,17,"ja","en"
8301,"post_nav_menu_item",10512,16,"ja","en"
8302,"post_nav_menu_item",10513,375,"ja","en"
8303,"post_nav_menu_item",10514,12,"ja","en"
8304,"post_nav_menu_item",10515,6,"ja","en"
8305,"post_nav_menu_item",10516,8253,"ja","en"
8307,"post_nav_menu_item",10517,9,"ja","en"
8308,"post_nav_menu_item",10518,10,"ja","en"
8309,"post_nav_menu_item",10519,8,"ja","en"
8310,"post_nav_menu_item",10520,7,"ja","en"
8311,"post_nav_menu_item",10521,13,"ja","en"
8313,"post_post",10525,25858,"en",NULL
8319,"post_post",10527,25863,"en",NULL
8320,"post_post",10539,10070,"en","ja"
8321,"comment",11565,25864,"en",NULL
8322,"post_post",10549,10155,"en","ja"
8323,"post_post",10552,10129,"en","ja"
8325,"post_post",10559,10070,"zh-hant",""
8340,"tax_category",2035,10434,"th","en"
8350,"tax_category",2045,10433,"zh-hant","en"
8351,"tax_category",2046,10433,"th","en"
8353,"tax_category",2048,12097,"ja","en"
8354,"tax_category",2049,12097,"th","en"
8355,"tax_category",2050,12080,"ja","en"
8356,"tax_post_tag",2051,25866,"zh-hant",NULL
8357,"tax_post_tag",2052,25867,"zh-hant",NULL
8358,"tax_post_tag",2053,25868,"zh-hant",NULL
8359,"post_post",10565,10070,"th","en"
8360,"post_post",10574,10155,"zh-hant",""
8361,"post_post",10580,10155,"th","en"
8362,"post_post",10583,10129,"zh-hant","ja"
8363,"post_post",10586,10129,"th","en"
8364,"post_page",10602,10213,"zh-hant","en"
8365,"post_page",10608,10213,"th","en"
8366,"post_page",10650,88,"zh-hant","en"
8367,"post_page",10652,88,"th","en"
8369,"tax_post_tag",2055,25870,"zh-hant",NULL
8370,"tax_post_tag",2056,25871,"zh-hant",NULL
8371,"tax_post_tag",2057,25872,"zh-hant",NULL
8372,"tax_post_tag",2058,25873,"zh-hant",NULL
8374,"post_post",10668,25874,"en",NULL
8375,"tax_nav_menu",2059,14222,"zh-hant","en"
8376,"tax_nav_menu",2060,14222,"th","en"
8377,"tax_nav_menu",2061,14223,"zh-hant","en"
8378,"tax_nav_menu",2062,14223,"th","en"
8380,"post_nav_menu_item",10673,5,"th","en"
8381,"post_nav_menu_item",10674,429,"zh-hant","en"
8383,"post_nav_menu_item",10676,17,"th","en"
8384,"post_nav_menu_item",10677,16,"zh-hant","en"
8385,"post_nav_menu_item",10678,16,"th","en"
8389,"post_nav_menu_item",10682,12,"th","en"
8408,"tax_post_tag",2063,25876,"th",NULL
8409,"tax_post_tag",2064,25877,"th",NULL
8410,"tax_post_tag",2065,25878,"th",NULL
8411,"tax_post_tag",2066,25879,"th",NULL
8412,"tax_post_tag",2067,25880,"th",NULL
8413,"tax_post_tag",2068,25881,"th",NULL
8414,"tax_post_tag",2069,25882,"th",NULL
8415,"tax_post_tag",2070,25883,"ja",NULL
8416,"tax_post_tag",2071,25884,"ja",NULL
8418,"tax_post_tag",2072,25885,"ja",NULL
8419,"tax_post_tag",2073,25886,"ja",NULL
8420,"tax_post_tag",2074,25887,"ja",NULL
8421,"tax_post_tag",2075,25888,"ja",NULL
8423,"tax_post_tag",2076,25889,"ja",NULL
8424,"comment",11566,25890,"en",NULL
8425,"comment",11567,25891,"en",NULL
8427,"post_post",10739,25892,"en",NULL
8435,"post_post",10753,25899,"en",NULL
8437,"post_post",10770,25900,"en",NULL
8439,"post_post",10787,25901,"en",NULL
8441,"post_post",10795,25902,"en",NULL
8442,"post_post",10852,25903,"en",NULL
8443,"post_post",10886,25904,"en",NULL
8445,"post_post",10887,25905,"en",NULL
8447,"post_post",10891,25906,"en",NULL
8449,"post_post",10906,25907,"en",NULL
8451,"post_post",10925,25908,"en",NULL
8466,"comment",11568,25923,"en",NULL
8467,"post_post",11018,25924,"en",NULL
8469,"post_post",11019,25925,"en",NULL
8471,"post_post",11022,25926,"en",NULL
8475,"comment",11569,25930,"en",NULL
8476,"comment",11570,25931,"en",NULL
8477,"post_post",11120,459,"ja","en"
8481,"tax_post_tag",2102,25932,"ja",NULL
8490,"post_post",11129,25935,"en",NULL
8492,"post_post",11158,25936,"ja",NULL
8494,"comment",11571,25938,"en",NULL
8495,"post_post",11172,25939,"en",NULL
8496,"post_post",11176,25940,"en",NULL
8497,"post_post",11198,25941,"en",NULL
8499,"post_post",11204,25942,"en",NULL
8500,"comment",11572,25943,"en",NULL
8501,"comment",11573,25944,"en",NULL
8504,"post_post",11233,25946,"ja",NULL
8505,"tax_post_tag",2105,25947,"ja",NULL
8506,"tax_post_tag",2106,25948,"ja",NULL
8507,"post_post",11248,25946,"en","ja"
8509,"tax_post_tag",2107,25950,"en",NULL
8516,"post_post",11252,25956,"en",NULL
8518,"comment",11574,25957,"en",NULL
8521,"post_post",11353,25958,"en",NULL
8524,"post_post",11379,25960,"ja",NULL
8525,"comment",11575,25961,"en",NULL
8527,"post_post",11409,25962,"en",NULL
8532,"post_post",11430,25967,"en",NULL
8536,"post_post",11484,25970,"en",NULL
8539,"post_post",11505,25972,"en",NULL
8541,"post_post",11507,25973,"en",NULL
8542,"post_post",11511,25974,"en",NULL
8544,"post_post",11514,25975,"en",NULL
8546,"post_post",11532,25976,"ja",NULL
8547,"comment",11576,25977,"en",NULL
8549,"post_post",11574,25978,"en",NULL
8550,"post_post",11576,25979,"ja",NULL
8551,"comment",11577,25980,"en",NULL
8552,"comment",11578,25981,"en",NULL
8556,"post_post",11588,25982,"ja",NULL
8557,"tax_post_tag",2117,25983,"en",NULL
8558,"comment",11579,25984,"en",NULL
8559,"post_post",11630,25960,"en","ja"
8560,"comment",11580,25985,"en",NULL
8561,"post_post",11639,25976,"en","ja"
8562,"post_post",11643,25982,"en","ja"
8565,"post_post",11648,25987,"ja",NULL
8566,"post_post",11644,25988,"en",NULL
8567,"tax_post_tag",2118,25989,"ja",NULL
8568,"tax_post_tag",2119,25990,"ja",NULL
8570,"post_post",11742,25991,"ja",NULL
8572,"post_post",11747,25992,"ja",NULL
8574,"post_post",11756,25992,"en","ja"
8575,"post_post",11754,25993,"en",NULL
8578,"post_post",11759,25994,"en",NULL
8580,"comment",11581,25996,"en",NULL
8581,"tax_post_tag",2120,25997,"ja",NULL
8582,"post_post",11858,25998,"en",NULL
8585,"post_post",11896,25987,"en","ja"
8586,"post_post",11903,26001,"ja",NULL
8588,"post_post",11906,26002,"ja",NULL
8589,"post_post",11895,26003,"en",NULL
8590,"post_post",11917,25979,"en","ja"
8602,"post_post",11950,26014,"en",NULL
8604,"comment",11582,26016,"en",NULL
8605,"post_post",12010,25991,"en","ja"
8606,"comment",11583,26017,"en",NULL
8607,"post_post",12016,26018,"ja",NULL
8608,"comment",11584,26019,"en",NULL
8609,"tax_post_tag",2132,26020,"en",NULL
8610,"tax_post_tag",2133,26021,"ja",NULL
8611,"post_post",12050,26022,"ja",NULL
8612,"comment",11585,26023,"en",NULL
8615,"post_post",12065,26024,"ja",NULL
8616,"comment",11586,26025,"en",NULL
8617,"comment",11587,26026,"en",NULL
8619,"post_post",12121,26027,"ja",NULL
8622,"post_post",12131,26029,"ja",NULL
8623,"post_post",12155,26024,"en","ja"
8624,"comment",11588,26030,"en",NULL
8625,"tax_post_tag",2134,26031,"ja",NULL
8628,"tax_post_tag",2137,26033,"en",NULL
8637,"tax_category",2139,26042,"en",NULL
8638,"tax_category",2140,26043,"en",NULL
8639,"tax_category",2141,26044,"en",NULL
8640,"tax_category",2142,26045,"en",NULL
8641,"tax_category",2143,26046,"en",NULL
8643,"tax_category",2145,26048,"en",NULL
8647,"tax_post_tag",2149,26052,"en",NULL
8648,"tax_post_tag",2150,26053,"en",NULL
8649,"tax_post_tag",2151,26054,"en",NULL
8650,"tax_post_tag",2152,26055,"en",NULL
8655,"post_post",12194,26022,"en","ja"
8656,"post_post",12268,26018,"en","ja"
8659,"post_post",12280,26060,"ja",NULL
8660,"post_post",12312,26027,"en","ja"
8664,"tax_post_tag",2156,26064,"en",NULL
8667,"post_post",12329,26067,"en",NULL
8669,"tax_post_tag",2160,26069,"ja",NULL
8671,"post_post",12343,26070,"ja",NULL
8673,"post_post",12345,26071,"ja",NULL
8675,"post_post",12347,26072,"ja",NULL
8678,"post_post",12408,26074,"en",NULL
8681,"tax_post_tag",2162,26077,"en",NULL
8683,"post_post",12415,26078,"en",NULL
8686,"post_post",12524,26080,"ja",NULL
8688,"post_post",12526,26081,"ja",NULL
8689,"comment",11589,26082,"en",NULL
8690,"post_post",12535,26083,"en",NULL
8691,"post_post",12538,26084,"en",NULL
8693,"post_post",12569,26085,"en",NULL
8696,"post_post",12646,26002,"en","ja"
8697,"post_post",12647,26087,"ja",NULL
8698,"post_post",12659,26029,"en","ja"
8699,"comment",11590,26088,"en",NULL
8700,"comment",11591,26089,"en",NULL
8702,"post_post",12698,26090,"en",NULL
8704,"post_post",12739,26091,"ja",NULL
8705,"post_post",12743,26092,"ja",NULL
8707,"post_post",12768,26093,"ja",NULL
8708,"comment",11592,26094,"en",NULL
8709,"post_post",12788,26001,"en","ja"
8710,"tax_post_tag",2163,26095,"en",NULL
8716,"post_post",12800,26100,"en",NULL
8717,"tax_post_tag",2167,26101,"en",NULL
8718,"tax_post_tag",2168,26102,"ja",NULL
8719,"tax_post_tag",2169,26103,"ja",NULL
8720,"tax_post_tag",2170,26104,"ja",NULL
8721,"tax_post_tag",2171,26105,"ja",NULL
8722,"tax_post_tag",2172,26106,"ja",NULL
8723,"tax_post_tag",2173,26107,"ja",NULL
8724,"tax_post_tag",2174,26108,"ja",NULL
8725,"tax_post_tag",2175,26109,"ja",NULL
8726,"post_post",12885,26070,"en","ja"
8727,"post_post",12906,26071,"en","ja"
8728,"post_post",12907,26072,"en","ja"
8731,"post_post",12993,26111,"en",NULL
8732,"post_post",13005,26060,"en","ja"
8734,"post_post",13009,26112,"ja",NULL
8735,"post_post",13036,26087,"en","ja"
8737,"post_post",13068,26113,"en",NULL
8739,"post_post",13103,26081,"en","ja"
8741,"post_post",13110,26112,"en","ja"
8742,"post_post",13105,26115,"ja",NULL
8744,"post_post",13136,26116,"ja",NULL
8753,"tax_post_tag",2183,26124,"en",NULL
8756,"post_post",13179,26127,"en",NULL
8759,"post_post",13210,26128,"ja",NULL
8761,"post_post",13220,26129,"ja",NULL
8767,"comment",11593,26132,"en",NULL
8768,"post_post",13306,26133,"ja",NULL
8773,"post_post",13310,26136,"en",NULL
8774,"comment",11594,26137,"en",NULL
8775,"post_post",13322,26138,"en",NULL
8776,"tax_post_tag",2186,26139,"ja",NULL
8777,"post_post",13368,26116,"en","ja"
8779,"post_post",13361,26140,"ja",NULL
8780,"post_post",13413,26091,"en","ja"
8782,"post_post",13414,26141,"ja",NULL
8783,"tax_post_tag",2187,26142,"en",NULL
8786,"comment",11595,26145,"en",NULL
8787,"post_post",13536,26092,"en","ja"
8789,"post_post",13546,26115,"en","ja"
8790,"post_post",13545,26146,"ja",NULL
8792,"post_post",13583,26147,"en",NULL
8794,"post_post",13629,26148,"ja",NULL
8795,"post_post",13635,26149,"ja",NULL
8797,"post_post",13640,26150,"ja",NULL
8799,"post_post",13704,26151,"ja",NULL
8809,"post_post",13708,26160,"en",NULL
8810,"post_post",13734,26128,"en","ja"
8814,"post_post",13766,26162,"en",NULL
8816,"post_post",13795,26093,"en","ja"
8817,"post_post",13794,26163,"ja",NULL
8819,"post_post",13812,26141,"en","ja"
8820,"tax_post_tag",2197,26165,"en",NULL
8821,"tax_post_tag",2198,26166,"en",NULL
8834,"tax_post_tag",2211,26179,"en",NULL
8840,"post_post",13797,26183,"en",NULL
8845,"post_post",13865,26184,"en",NULL
8847,"post_post",13878,26185,"en",NULL
8849,"post_post",13888,26186,"ja",NULL
8851,"post_post",13911,26151,"en","ja"
8854,"post_post",13914,26188,"ja",NULL
8857,"post_post",13920,26189,"ja",NULL
8858,"comment",11596,26190,"en",NULL
8859,"comment",11597,26191,"en",NULL
8861,"post_post",13955,26192,"ja",NULL
8863,"post_post",13957,26193,"ja",NULL
8864,"post_post",13972,26194,"en",NULL
8865,"post_post",13982,26150,"en","ja"
8866,"tax_post_tag",2216,26195,"en",NULL
8867,"tax_post_tag",2217,26196,"en",NULL
8868,"comment",11598,26197,"en",NULL
8870,"post_post",14047,26198,"ja",NULL
8872,"post_post",14050,26199,"ja",NULL
8873,"comment",11599,26200,"en",NULL
8874,"comment",11600,26201,"en",NULL
8886,"post_post",14056,26204,"en",NULL
8887,"post_post",14063,26205,"en",NULL
8889,"post_post",14128,26206,"ja",NULL
8891,"post_post",14162,26207,"en",NULL
8892,"comment",11601,26208,"en",NULL
8894,"post_post",14226,26209,"en",NULL
8895,"comment",11602,26210,"en",NULL
8896,"comment",11603,26211,"en",NULL
8898,"post_post",14280,26212,"ja",NULL
8900,"post_post",14283,26213,"ja",NULL
8901,"post_post",14307,26133,"en","ja"
8902,"post_post",14317,26140,"en","ja"
8903,"post_post",14321,26189,"en","ja"
8905,"post_post",14357,26214,"en",NULL
8909,"post_post",14412,26216,"en",NULL
8912,"post_post",14429,26219,"en",NULL
8913,"comment",11604,26220,"en",NULL
8914,"post_post",14447,26080,"en","ja"
8915,"post_post",14470,26163,"en","ja"
8917,"post_post",14471,26221,"ja",NULL
8919,"post_post",14473,26222,"ja",NULL
8921,"post_post",14477,26223,"ja",NULL
8922,"tax_post_tag",2220,26224,"en",NULL
8928,"post_post",14546,26229,"en",NULL
8930,"post_post",14579,26230,"en",NULL
8931,"comment",11605,26231,"en",NULL
8933,"post_post",14684,26232,"ja",NULL
8935,"post_post",14714,26233,"en",NULL
8936,"comment",11606,26234,"en",NULL
8937,"comment",11607,26235,"en",NULL
8938,"comment",11608,26236,"en",NULL
8940,"comment",11609,26238,"en",NULL
8941,"post_post",14725,26239,"en",NULL
8943,"post_post",14773,26240,"en",NULL
8944,"comment",11610,26241,"en",NULL
8946,"post_post",14871,26242,"ja",NULL
8947,"comment",11611,26243,"en",NULL
8949,"post_post",14911,26244,"en",NULL
8950,"post_post",14940,26199,"en","ja"
8951,"post_post",14943,26198,"en","ja"
8957,"post_post",14964,26192,"en","ja"
8958,"post_post",14962,26246,"ja",NULL
8960,"post_post",15007,26247,"ja",NULL
8966,"post_post",15033,26248,"en",NULL
8967,"post_post",15059,26212,"en","ja"
8968,"post_post",15063,26193,"en","ja"
8970,"comment",11612,26250,"en",NULL
8971,"post_post",15086,26251,"en",NULL
8973,"post_post",15112,26252,"en",NULL
8975,"post_post",15143,26253,"en",NULL
8977,"post_post",15172,26222,"en","ja"
8978,"post_post",15176,26149,"en","ja"
8979,"post_post",15178,26148,"en","ja"
8980,"tax_post_tag",2224,26254,"en",NULL
8981,"tax_post_tag",2225,26255,"en",NULL
8983,"post_post",15201,26256,"en",NULL
8985,"post_post",15205,26257,"en",NULL
8987,"post_post",15219,26258,"en",NULL
8988,"tax_post_tag",2226,26259,"en",NULL
8989,"post_post",15233,26242,"en","ja"
8991,"post_post",15285,26260,"en",NULL
8992,"comment",11613,26261,"en",NULL
8995,"post_post",15306,26262,"en",NULL
8997,"post_post",15315,26263,"ja",NULL
8999,"post_post",15416,26264,"en",NULL
9001,"tax_post_tag",2227,26266,"en",NULL
9003,"tax_post_tag",2229,26268,"en",NULL
9006,"post_post",15435,26270,"en",NULL
9008,"post_post",15454,26271,"en",NULL
9016,"post_post",15462,26272,"en",NULL
9017,"tax_post_tag",2231,26273,"en",NULL
9018,"post_post",15552,26232,"en","ja"
9020,"post_post",15559,26274,"en",NULL
9022,"post_post",15570,26275,"en",NULL
9024,"post_post",15597,26276,"ja",NULL
9027,"tax_post_tag",2234,26279,"en",NULL
9028,"post_post",15721,26221,"en","ja"
9029,"post_post",15723,26213,"en","ja"
9033,"post_post",15726,26281,"en",NULL
9034,"post_post",15725,26282,"en",NULL
9037,"post_post",15749,26285,"ja",NULL
9038,"post_post",15753,26286,"en",NULL
9040,"post_post",15787,26287,"en",NULL
9041,"post_post",15854,26223,"en","ja"
9043,"post_post",15921,26288,"en",NULL
9045,"post_post",15940,26289,"en",NULL
9047,"post_post",15954,26290,"en",NULL
9048,"comment",11614,26291,"en",NULL
9050,"tax_post_tag",2236,26293,"en",NULL
9052,"comment",11615,26295,"en",NULL
9054,"post_post",16039,26296,"ja",NULL
9055,"post_post",16042,26247,"en","ja"
9056,"post_post",16044,26247,"zh-hant","ja"
9057,"post_post",16046,26297,"ja",NULL
9073,"post_post",16060,26306,"en",NULL
9074,"post_post",16088,26307,"en",NULL
9075,"comment",11616,26308,"en",NULL
9077,"post_post",16141,26027,"zh-hant","ja"
9079,"tax_post_tag",2243,26310,"en",NULL
9080,"post_post",16159,6092,"zh-hant","en"
9081,"post_post",15724,26311,"en",NULL
9089,"post_post",16166,26318,"en",NULL
9091,"post_post",16236,26319,"ja",NULL
9092,"post_post",16313,1484,"zh-hant","en"
9094,"post_post",16315,26320,"ja",NULL
9095,"post_post",16353,26024,"zh-hant","ja"
9096,"comment",11617,26321,"en",NULL
9100,"post_post",16504,26324,"en",NULL
9101,"tax_post_tag",2251,26325,"zh-hant",NULL
9102,"tax_post_tag",2252,26326,"zh-hant",NULL
9103,"tax_post_tag",2253,26327,"zh-hant",NULL
9104,"tax_category",2254,10435,"zh-hant","en"
9106,"post_post",16543,26328,"ja",NULL
9107,"post_post",16642,26328,"en","ja"
9108,"post_post",16685,6075,"zh-hant","en"
9110,"tax_post_tag",2255,26329,"zh-hant",NULL
9114,"tax_post_tag",2258,26330,"zh-hant",NULL
9116,"tax_post_tag",2259,26331,"zh-hant",NULL
9118,"tax_post_tag",2260,26332,"zh-hant",NULL
9119,"tax_post_tag",2261,26333,"zh-hant",NULL
9120,"post_post",16698,26262,"zh-hant","en"
9121,"tax_post_tag",2262,26334,"zh-hant",NULL
9122,"tax_post_tag",2263,26335,"zh-hant",NULL
9123,"tax_post_tag",2264,26336,"zh-hant",NULL
9124,"post_post",16730,26296,"en","ja"
9125,"tax_category",2265,26337,"zh-hant",NULL
9126,"post_post",16767,9707,"zh-hant","en"
9128,"tax_post_tag",2266,26338,"zh-hant",NULL
9130,"tax_post_tag",2267,26339,"zh-hant",NULL
9132,"tax_post_tag",2268,26340,"zh-hant",NULL
9134,"tax_post_tag",2269,26341,"zh-hant",NULL
9136,"tax_post_tag",2270,26342,"zh-hant",NULL
9138,"tax_post_tag",2271,26343,"zh-hant",NULL
9141,"tax_category",2274,26344,"en",NULL
9143,"tax_category",2276,26346,"en",NULL
9144,"tax_category",2277,26347,"en",NULL
9145,"tax_category",2278,26348,"en",NULL
9146,"tax_category",2279,26349,"en",NULL
9148,"comment",11618,26350,"en",NULL
9149,"tax_category",2281,26351,"en",NULL
9150,"tax_category",2282,26352,"en",NULL
9151,"tax_category",2283,26353,"en",NULL
9152,"tax_category",2284,26354,"en",NULL
9153,"tax_category",2285,26355,"en",NULL
9154,"tax_category",2286,26356,"en",NULL
9155,"tax_category",2287,26357,"en",NULL
9156,"tax_category",2288,26358,"en",NULL
9157,"tax_category",2289,26359,"en",NULL
9158,"tax_category",2290,26360,"en",NULL
9159,"tax_category",2291,26361,"en",NULL
9160,"tax_category",2292,26362,"en",NULL
9161,"tax_category",2293,26363,"en",NULL
9162,"tax_category",2294,26364,"en",NULL
9163,"tax_category",2295,26365,"en",NULL
9164,"tax_category",2296,26366,"en",NULL
9165,"tax_category",2297,26367,"en",NULL
9167,"tax_post_tag",2299,26369,"en",NULL
9168,"tax_category",2300,26370,"en",NULL
9170,"tax_post_tag",2302,26372,"en",NULL
9171,"tax_category",2303,26373,"en",NULL
9173,"tax_category",2305,26375,"en",NULL
9175,"tax_category",2307,26376,"en",NULL
9176,"tax_category",2308,26377,"en",NULL
9177,"tax_category",2309,26378,"en",NULL
9178,"tax_category",2310,26379,"en",NULL
9179,"tax_category",2311,26380,"en",NULL
9180,"tax_category",2312,26381,"en",NULL
9181,"tax_category",2313,26382,"en",NULL
9182,"tax_category",2314,26383,"en",NULL
9183,"tax_category",2315,26384,"en",NULL
9184,"tax_category",2316,26385,"en",NULL
9186,"tax_category",2318,26387,"en",NULL
9187,"tax_category",2319,26388,"en",NULL
9188,"tax_category",2320,26389,"en",NULL
9189,"tax_category",2321,26390,"en",NULL
9190,"tax_category",2322,26391,"en",NULL
9191,"tax_category",2323,26392,"en",NULL
9192,"tax_category",2324,26393,"en",NULL
9193,"tax_category",2325,26394,"en",NULL
9194,"tax_category",2326,26395,"en",NULL
9195,"tax_category",2327,26396,"en",NULL
9196,"tax_category",2328,26397,"en",NULL
9197,"tax_category",2329,26398,"en",NULL
9198,"tax_category",2330,26399,"en",NULL
9199,"tax_category",2331,26400,"en",NULL
9200,"tax_category",2332,26401,"en",NULL
9202,"tax_category",2334,26403,"en",NULL
9203,"tax_category",2335,26404,"en",NULL
9204,"tax_category",2336,26405,"en",NULL
9206,"tax_category",2338,26407,"en",NULL
9208,"post_post",16795,26246,"en","ja"
9209,"post_post",16793,26408,"ja",NULL
9211,"post_nav_menu_item",16806,26410,"en",NULL
9212,"post_nav_menu_item",16807,26411,"en",NULL
9218,"post_nav_menu_item",16813,26417,"en",NULL
9219,"post_nav_menu_item",16814,26418,"en",NULL
9220,"post_nav_menu_item",16815,26419,"en",NULL
9221,"post_nav_menu_item",16816,26420,"en",NULL
9222,"post_nav_menu_item",16817,26421,"en",NULL
9223,"post_nav_menu_item",16818,26422,"en",NULL
9224,"post_nav_menu_item",16819,26423,"en",NULL
9225,"post_nav_menu_item",16820,26424,"en",NULL
9226,"post_nav_menu_item",16821,26425,"en",NULL
9227,"post_nav_menu_item",16822,26426,"en",NULL
9228,"post_nav_menu_item",16823,26427,"en",NULL
9229,"post_nav_menu_item",16824,26428,"en",NULL
9230,"post_nav_menu_item",16825,26429,"en",NULL
9232,"post_nav_menu_item",16827,26431,"en",NULL
9233,"post_nav_menu_item",16828,26432,"en",NULL
9235,"post_post",16833,26434,"en",NULL
9236,"post_post",16841,26285,"en","ja"
9237,"tax_category",2339,26435,"en",NULL
9239,"post_post",16938,26184,"ja","en"
9248,"post_post",16977,26443,"en",NULL
9251,"post_post",17026,26445,"ja",NULL
9252,"post_post",17017,26446,"en",NULL
9253,"comment",11619,26447,"en",NULL
9256,"post_post",17155,26449,"en",NULL
9258,"post_post",17164,26450,"ja",NULL
9262,"post_post",17233,26311,"zh-hant","en"
9263,"post_post",17208,26452,"en",NULL
9264,"tax_post_tag",2347,26453,"zh-hant",NULL
9267,"post_post",17250,9825,"en","ja"
9269,"tax_post_tag",2350,26456,"en",NULL
9271,"post_post",17304,26319,"en","ja"
9272,"post_post",17330,26263,"en","ja"
9279,"post_post",17347,26464,"en",NULL
9280,"post_post",17368,26408,"en","ja"
9281,"post_post",17377,26183,"zh-hant","en"
9282,"tax_post_tag",2357,26465,"zh-hant",NULL
9283,"tax_post_tag",2358,26466,"zh-hant",NULL
9284,"tax_post_tag",2359,26467,"zh-hant",NULL
9285,"tax_post_tag",2360,26468,"zh-hant",NULL
9289,"post_post",17406,26470,"en",NULL
9290,"comment",11620,26471,"en",NULL
9291,"post_post",17468,26320,"en","ja"
9295,"post_post",17489,26473,"ja",NULL
9296,"tax_post_tag",2361,26474,"zh-hant",NULL
9299,"post_post",17541,26475,"en",NULL
9301,"post_post",17556,26476,"ja",NULL
9302,"post_nav_menu_item",17597,26477,"en",NULL
9303,"post_nav_menu_item",17598,26478,"en",NULL
9304,"post_nav_menu_item",17599,26479,"en",NULL
9305,"post_nav_menu_item",17600,26480,"en",NULL
9307,"post_nav_menu_item",17602,26482,"en",NULL
9308,"post_nav_menu_item",17603,26483,"en",NULL
9309,"post_nav_menu_item",17604,26484,"en",NULL
9310,"post_nav_menu_item",17605,26485,"en",NULL
9311,"post_nav_menu_item",17606,26486,"en",NULL
9312,"post_nav_menu_item",17607,26487,"en",NULL
9313,"post_nav_menu_item",17608,26488,"en",NULL
9314,"post_nav_menu_item",17609,26489,"en",NULL
9315,"post_nav_menu_item",17610,26490,"en",NULL
9316,"post_nav_menu_item",17611,26491,"en",NULL
9317,"post_nav_menu_item",17612,26492,"en",NULL
9318,"post_nav_menu_item",17613,26493,"en",NULL
9319,"post_nav_menu_item",17614,26494,"en",NULL
9320,"post_nav_menu_item",17615,26495,"en",NULL
9321,"post_nav_menu_item",17616,26496,"en",NULL
9322,"post_nav_menu_item",17617,26497,"en",NULL
9323,"post_nav_menu_item",17618,26498,"en",NULL
9324,"post_nav_menu_item",17619,26499,"en",NULL
9325,"post_nav_menu_item",17620,26500,"en",NULL
9326,"post_nav_menu_item",17621,26501,"en",NULL
9327,"post_nav_menu_item",17622,26502,"en",NULL
9328,"post_nav_menu_item",17623,26503,"en",NULL
9329,"post_nav_menu_item",17624,26504,"en",NULL
9331,"post_page",17625,26505,"en",NULL
9332,"post_nav_menu_item",17628,26506,"en",NULL
9334,"post_page",17629,26507,"en",NULL
9335,"post_nav_menu_item",17631,26508,"en",NULL
9336,"post_post",17636,26509,"en",NULL
9337,"post_post",17659,26281,"zh-hant","en"
9341,"post_post",17691,26512,"en",NULL
9343,"post_post",17716,26513,"en",NULL
9344,"post_post",17727,26514,"zh-hant",NULL
9346,"post_post",17742,26515,"en",NULL
9353,"post_post",17851,26522,"en",NULL
9355,"post_post",17856,26523,"en",NULL
9357,"post_post",17868,26524,"en",NULL
9359,"post_post",17888,26525,"ja",NULL
9361,"post_post",17890,26526,"en",NULL
9363,"post_post",17959,26527,"en",NULL
9365,"post_post",17975,26528,"en",NULL
9366,"post_post",17481,26529,"ja",NULL
9367,"post_post",18016,26529,"en","ja"
9368,"post_post",18067,26263,"zh-hant","ja"
9369,"tax_post_tag",2362,26530,"zh-hant",NULL
9371,"post_post",18074,26531,"ja",NULL
9373,"post_post",18080,26532,"en",NULL
9374,"tax_post_tag",2363,26533,"en",NULL
9375,"tax_category",2364,26534,"en",NULL
9376,"comment",11621,26535,"en",NULL
9377,"tax_post_tag",2365,26536,"zh-hant",NULL
9378,"tax_post_tag",2366,26537,"zh-hant",NULL
9379,"post_post",18122,26232,"zh-hant","ja"
9380,"post_post",18139,26512,"zh-hant","en"
9381,"tax_post_tag",2367,26538,"zh-hant",NULL
9382,"tax_post_tag",2368,26539,"zh-hant",NULL
