id,name_id
1432,motomachi shopping street
1433,queens square yokohama
1434,taman pelabuhan
1435,taman yokohama sankeien
1436,desa bunga matahari hokuryu
1437,gunung yotei
1438,gunung showashin
1439,ladang lavender furano
1440,gua kankane
1441,gua abukuma
1442,gua es narusawa
1443,dougashima sea cave skylight
1444,gua batu kapur besar hida
1445,pantai jodogahama
1446,pantai suishohama
1447,pantai yurigahama
1448,pantai hitotsuku
1449,pantai nishihama
1450,pantai hatenohama
1451,pulau korijima
1452,pulau seseko
1453,itoshima
1454,nokonoshima
1455,pasar pagi yobuko
1456,desa ninja hizenyumekaidou
1457,yoshinogari
1458,kastil karatsu
1459,ureshino onsen
1460,taman bunga kuju
1461,jembatan gantung kokonoe yume
1462,yufuin onsen
1463,beppu onsen
1464,ngarai kikuchi
1465,jembatan tsunoshima
1466,ganryu-jima
1467,taman observatorium kirosan
1468,gua tamatori
1469,rissyakuji
1470,gunung kagami
1471,mercusuar hennasaki
1472,kuil naritasan shinshoji
1473,ngarai shiratani unsuikyo
1474,eikando
1475,kuil anamori inari
1476,meijijingu gaien ginkgo avenue
1477,tenjinbashi shopping street
1478,taman peringatan expo'70
1479,desa rubah zao
1480,jalan kappabashi dougu
1481,kastil okayama
1482,kuil kanda myojin
1483,kuil namiyoke
1484,kuil akagi
1485,kuil koami
1486,kuil musashi mitake
1487,roppongi yokocho
1488,saluran pembuangan bawah tanah luar area metropolitan
1489,daisen kofun
1490,lembah iya
1491,pusat ruang tanegashima
1492,kawah okama
1493,taman onioshidashi
1494,senjojiki arena
1495,sanbutsuji
1496,ngarai oboke
1497,air terjun harajiri
1498,batu tofu
1499,okuhitachi kirara no sato
1500,lembah hanuki
1501,irohazaka
1502,gunung nasu
1503,taman motofuchie
1504,taman kamichiba sunahara
1505,taman himonya
1506,kebun binatang hamura
1507,taman showa kinen
1508,taman gora
1509,grinpia maki no hara
1510,kuroneiwa onsen
1511,gunung omuro
1512,kuil hokongoin
1513,kuil mimurotoji
1514,gunung yoshino
1515,taman banshu yamasaki iris
1516,lembah sensui
1517,jembatan sakurabashi
1518,pulau hachijo
1519,kita onsen
1520,perkebunan tomita
1521,gunung hanami
1522,tanah rawa oze
1523,kuil nezu
1524,fuefuki
1525,kastil odawara
1526,taman shirotori
1527,kuil osu kanon
1528,taman tokugawa
1529,taman urakuen
1530,kuil domyoji tenmangu
1531,taman alam minabe
1532,kuil jonangu
1533,hutan prem minabe
1534,kastil hikone
1535,kampung shimoguri
1536,gunung shirouma
1537,air terjun akame 48
1538,pulau akashima
1539,kuil gotokuji
1540,taman yoyogi
1541,lembah akigawa
1542,lembah yoro
1543,nagatoro
1544,kuil daichiji
1545,kuil tenryuji
1546,kuil saihoji
1547,kuil entsuji
1548,okayama korakuen
1549,gunung moiwa
1550,hoheikyo onsen
1551,taman moerenuma
1552,kuil konpira
1553,kuil ubagami
1554,sounkyo onsen
1555,jalan nakamachi komise
1556,desa tono furusato
1557,minakami
1558,kamikochi
1559,sungai yoshino
1560,kuil dewa sanzan
1561,taman michinoku
1562,pulau okushiri
1563,pulau rebun
1564,pulau rishiri
1565,taman nasional daisetsuzan
1566,ngarai yabakei
1567,noboribetsu onsen
1568,nyuto onsen
1569,zao onsen
1570,onogawa onsen
1571,okukinu onsen
1572,manza onsen
1573,shirahone onsen
1574,okuhida onsen
1575,kumo no ue onsen
1576,makkari onsen
1577,mizunashi kaihin onsen
1578,kotan onsen
1579,tenninkyo onsen
1580,yoroushi onsen
1581,hiraiso onsen
1582,kolam kaminoko
1583,tanjung kamui
1584,bukit biei
1585,taman higashimokoto shibazakura
1586,taman nasional akan mashu
1587,lautan okhotsk
1588,jalur pegunungan mikune
1589,danau notoro
1590,sapporo satoland
1591,bukit observasi hitsujigaoka
1592,taman hutan maeda
1593,desa bersejarah hokkaido
1594,taman seni sapporo
1595,taman nakajima
1596,desa ecorin
1597,kuil nitta
1598,kuil nishiki tenmangu
1599,kuil rokkakudo
1600,kuil yasui konpira-gu
1601,kuil doso
1602,kuil taga-taisha
1603,kuil nishino
1604,kuil sanko kumano
1605,kuil koinomizu
1606,kuil shiroyama hachimangu
1607,kuil keta taisha
1608,kuil kumano hayatama
1609,kuil koinoki
1610,kuil hakuto
1611,kuil yaegaki
1612,pulau sado
1613,pulau manabeshima
1614,pulau niijima
1615,pulau tsunoshima
1616,pulau kamishima
1617,pulau chikubu
1618,taman odori
1619,pasar nijo
1620,shinsekai
1621,taman nakanoshima
1622,pasar kuromon ichiba
1623,kuil kishu toshogu
1624,kuil wakura tenmangu
1625,kuil kimii-dera
1626,nachi no miharashidai
1627,kuil chohoij
1628,kuil enpukuin
1629,kuil kongobuji
1630,kuil negoroji
1631,kiso
1632,kitashiobara
1633,kuni
1634,minamioguni
1635,takaharu
1636,aya
1637,totsukawa
1638,yoshino
1639,higashinaruse
1640,kastil gifu
1641,medan perang sekigahara
1642,patahan neodani
1643,kastil sunomata
1644,taman yoro
1645,kastil ogaki
1646,kastil gujo hachiman
1647,kuil eiho-ji
1648,kastil iwamura
1649,kuil ankokuji
1650,kuil nangu taisha
1651,kuil rokuon-ji
1652,kuil gokokushi-ji
1653,kuil shinhase-dera
1654,gero onsen
1655,kastil ueno
1656,kastil tsu
1657,kastil matsusaka
1658,kuwana sosha
1659,kuil agung tsubaki
1660,onigajo
1661,nabeishi onsen
1662,air terjun ryuzu
1663,nikko yumoto onsen
1664,kastil hiroshima
1665,kastil fukuyama
1666,lembah taishaku
1667,kuil takachiho
1668,kuil fukiji
1669,shirakami-sanchi
1670,taman makomanai
1671,taman hirosaki
1672,kastil takato
1673,taman takada
1674,taman okazaki
1675,pemakaman yanaka
1676,yanaka ginza shopping street
1677,kuil kofukuji
1678,kuil toshodaiji
1679,heijo-kyo
1680,pasar nichiki
1681,kobe kitano ijinkan
1682,desa gashho
1683,ibusuki onsen
1684,hutan bambu arashiyama
1685,kastil hirosaki
1686,kastil nakagusuku
1687,kastil edo
1688,kastil katsuren
1689,kastil wakamatsu
1690,azumi basin
1691,kastil ueda
1692,kamisuwa onsen
1693,shimosuwa onsen
1694,stasiun kanazawa
1695,kuil myoryuji
1696,yunokami onsen
1697,aizuwakamatsu
1698,hotel new otani
1699,hoshinoya
1700,resor hoshino
1701,hotel apa
1702,asakusa view hotel
1703,hotel keio plaza
1704,hilton
1705,hotel prince
1706,hotel imperial
1707,ritz-carlton
1708,9h ninehours
1709,first cabin
1710,hotel centurion
1711,hotel mystays
1712,hotel marriott
1713,hotel sunroute
1714,hotel ana crown plaza
1715,hotel intercontinental
1716,hotel nikko
1717,hotel mitsui garden
1718,hotel okura
1719,hotel grand hyatt
1720,hotel mandarin oriental
1721,hotel sheraton
1722,horoyoi
1723,pocky
1724,pashadelic
1725,totoro
1726,hello kitty
1727,glico
1728,haagen-dazs
1729,pokemon
1730,calbee
1731,shiroi koibito
1732,rokkatei
1733,umaibou
1734,airbnb
1735,ghibli
1736,kitkat
1737,keripik kentang
1738,masker wajah
1739,sukajan
1740,samantha thavasa
1741,Hada Labo
1742,royce
1743,fujifilm
1744,isetan
1745,lawson
1746,torikizoku
1747,loteng
1748,restoran robot
1749,muji
1750,donki
1751,starbucks
1752,tokyu hands
1753,karuizawa prince shopping plaza
1754,plaza
1755,francfranc
1756,kitakaro (suvenir hokkaido)
1757,seven eleven
1758,familymart
1759,mini stop
1760,matsumoto kiyoshi
1761,aeon
1762,marui
1763,ginza six
1764,shibuya109
1765,tokyu plaza
1766,coucou
1767,mitsukoshi
1768,takashimaya
1769,tobu
1770,daimaru
1771,keio
1772,yodobashi
1773,bic camera
1774,uniqlo
1775,yumean
1776,hanaya yohei
1777,tonden
1778,washoku sato
1779,aiya
1780,bookoff
1781,animate
1782,gelato pique
1783,mos burger
1784,circle k
1785,tiger
1786,zojirushi
1787,toshiba
1788,hitachi
1789,panasonic
1790,thermos
1791,shiseido
1792,kanebo
1793,kose
1794,tokyu
1795,seibu
1796,daiso
1797,mandarake
1798,sushiro
1799,kfc
1800,mcdonald
1801,disney
1802,dior
1803,can do
1804,gusto
1805,saizeriya
1806,coco's
1807,jonathan's
1808,denny's
1809,lush
1810,lotte
1811,sukiyabashi jiro
1812,cosplay
1813,slam dunk
1814,detektif conan
1815,purikura
1816,seni kuku
1817,spot foto
1818,kominka
1819,manga
1820,musim hujan
1821,tanabata
1822,hari valentine
1823,setsubun
1824,malam tahun baru
1825,tahun baru
1826,halloween
1827,tahun baru
1828,drama
1829,festival lonceng angin
1830,festival tarian rakyat awa-odori
1831,festival yamaga toro
1832,festival setomono
1833,festival saidaiji eyo hadaka
1834,haruki murakami
1835,comiket
1836,festival gion
1837,doraemon
1838,hatsune miku
1839,rilakkuma
1840,gozan no okuribi
1841,jidai matsuri
1842,yayoi kusama
1843,kawazu zakura
1844,tadao ando
1845,kengo kuma
1846,olimpiade
1847,fotogenik
1848,peringkat
1849,instagrammable
1850,hanya di jepang
1851,perjalanan sendiri
1852,orientasi keluarga
1853,perjalanan keluarga
1854,pasangan
1855,disesuaikan
1856,orang tua dan anak
8124,Kegiatan Outdoor
